instance,num agents,algorithm,length,loops
2090,25,Window4,203,0
2090,25,Window2,202,0
2091,26,Window8,228,0
2091,26,Window4,236,0
2091,26,Window2,227,1
2092,27,Window8,215,0
2092,27,Window4,208,0
2092,27,Window2,223,0
2093,28,Window8,239,0
2093,28,Window4,233,0
2093,28,Window2,235,0
2094,29,Window8,266,0
2094,29,Window4,272,0
2094,29,Window2,281,1
2095,30,Window8,272,0
2095,30,Window4,279,1
2095,30,Window2,291,0
2096,31,Window8,307,0
2096,31,Window4,301,0
2096,31,Window2,307,0
2097,32,Window8,NA,NA
2097,32,Window4,291,0
2097,32,Window2,315,0
2098,33,Window8,NA,NA
2098,33,Window4,311,0
2098,33,Window2,324,0
2099,34,Window8,NA,NA
2099,34,Window4,NA,NA
2099,34,Window2,NA,NA
2100,35,Window8,NA,NA
2100,35,Window4,331,0
2100,35,Window2,334,0
2101,36,Window8,NA,NA
2101,36,Window4,NA,NA
2101,36,Window2,NA,NA
2102,37,Window8,NA,NA
2102,37,Window4,NA,NA
2102,37,Window2,NA,NA
2103,38,Window8,NA,NA
2103,38,Window4,NA,NA
2103,38,Window2,NA,NA
2104,39,Window8,NA,NA
2104,39,Window4,NA,NA
2104,39,Window2,NA,NA
2105,40,Window8,NA,NA
2105,40,Window4,NA,NA
2105,40,Window2,NA,NA
2106,2,Window8,7,0
2106,2,Window4,7,0
2106,2,Window2,7,0
2107,3,Window8,23,0
2107,3,Window4,23,0
2107,3,Window2,23,0
2108,4,Window8,29,0
2108,4,Window4,29,0
2108,4,Window2,29,0
2109,5,Window8,39,0
2109,5,Window4,39,0
2109,5,Window2,39,0
2110,6,Window8,49,0
2110,6,Window4,49,0
2110,6,Window2,49,0
2111,7,Window8,68,0
2111,7,Window4,68,0
2111,7,Window2,68,0
2112,8,Window8,73,0
2112,8,Window4,73,0
2112,8,Window2,73,0
2113,9,Window8,71,0
2113,9,Window4,71,0
2113,9,Window2,71,0
2114,10,Window8,106,0
2114,10,Window4,106,0
2114,10,Window2,106,0
2115,11,Window8,87,0
2115,11,Window4,87,0
2115,11,Window2,87,0
2116,12,Window8,117,0
2116,12,Window4,117,0
2116,12,Window2,117,0
2117,13,Window8,107,0
2117,13,Window4,103,0
2117,13,Window2,103,0
2118,14,Window8,112,0
2118,14,Window4,113,0
2118,14,Window2,112,0
2119,15,Window8,126,0
2119,15,Window4,128,0
2119,15,Window2,129,0
2120,16,Window8,142,0
2120,16,Window4,146,0
2120,16,Window2,146,0
2121,17,Window8,174,0
2121,17,Window4,174,0
2121,17,Window2,175,0
2122,18,Window8,192,0
2122,18,Window4,194,0
2122,18,Window2,193,0
2123,19,Window8,192,0
2123,19,Window4,175,0
2123,19,Window2,178,1
2124,20,Window8,168,0
2124,20,Window4,179,0
2124,20,Window2,181,0
2125,21,Window8,184,1
2125,21,Window4,184,0
2125,21,Window2,182,0
2126,22,Window8,207,0
2126,22,Window4,210,0
2126,22,Window2,210,0
2127,23,Window8,204,0
2127,23,Window4,199,0
2127,23,Window2,204,0
2128,24,Window8,205,0
2128,24,Window4,203,0
2128,24,Window2,210,0
2129,25,Window8,269,0
2129,25,Window4,270,0
2129,25,Window2,285,1
2130,26,Window8,229,0
2130,26,Window4,224,0
2130,26,Window2,244,1
2131,27,Window8,239,0
2131,27,Window4,226,0
2131,27,Window2,234,0
2132,28,Window8,NA,NA
2132,28,Window4,288,0
2132,28,Window2,297,0
2133,29,Window8,256,0
2133,29,Window4,260,0
2133,29,Window2,256,0
2134,30,Window8,277,0
2134,30,Window4,298,0
2134,30,Window2,273,0
2135,31,Window8,NA,NA
2135,31,Window4,NA,NA
2135,31,Window2,NA,NA
2136,32,Window8,NA,NA
2136,32,Window4,323,1
2136,32,Window2,302,0
2137,33,Window8,NA,NA
2137,33,Window4,359,0
2137,33,Window2,367,0
2138,34,Window8,322,0
2138,34,Window4,329,1
2138,34,Window2,323,0
2139,35,Window8,NA,NA
2139,35,Window4,NA,NA
2139,35,Window2,350,2
2140,36,Window8,NA,NA
2140,36,Window4,NA,NA
2140,36,Window2,NA,NA
2141,37,Window8,NA,NA
2141,37,Window4,NA,NA
2141,37,Window2,NA,NA
2142,38,Window8,NA,NA
2142,38,Window4,NA,NA
2142,38,Window2,NA,NA
2143,39,Window8,NA,NA
2143,39,Window4,NA,NA
2143,39,Window2,NA,NA
2144,40,Window8,NA,NA
2144,40,Window4,NA,NA
2144,40,Window2,NA,NA
2145,2,Window8,10,0
2145,2,Window4,10,0
2145,2,Window2,10,0
2146,3,Window8,16,0
2146,3,Window4,18,0
2146,3,Window2,18,0
2147,4,Window8,31,0
2147,4,Window4,33,1
2147,4,Window2,31,0
2148,5,Window8,53,0
2148,5,Window4,53,0
2148,5,Window2,53,0
2149,6,Window8,59,0
2149,6,Window4,60,0
2149,6,Window2,60,0
2150,7,Window8,55,0
2150,7,Window4,55,0
2150,7,Window2,55,0
2151,8,Window8,65,0
2151,8,Window4,65,0
2151,8,Window2,65,0
2152,9,Window8,89,0
2152,9,Window4,89,0
2152,9,Window2,80,0
2153,10,Window8,71,0
2153,10,Window4,71,0
2153,10,Window2,71,0
2154,11,Window8,105,0
2154,11,Window4,105,0
2154,11,Window2,105,0
2155,12,Window8,104,0
2155,12,Window4,103,0
2155,12,Window2,103,0
2156,13,Window8,95,0
2156,13,Window4,95,0
2156,13,Window2,108,0
2157,14,Window8,104,0
2157,14,Window4,101,0
2157,14,Window2,101,0
2158,15,Window8,142,0
2158,15,Window4,145,0
2158,15,Window2,143,0
2159,16,Window8,129,0
2159,16,Window4,129,0
2159,16,Window2,130,0
2160,17,Window8,159,0
2160,17,Window4,159,0
2160,17,Window2,162,0
2161,18,Window8,174,0
2161,18,Window4,182,0
2161,18,Window2,182,0
2162,19,Window8,166,0
2162,19,Window4,154,0
2162,19,Window2,167,0
2163,20,Window8,191,0
2163,20,Window4,191,0
2163,20,Window2,192,0
2164,21,Window8,164,0
2164,21,Window4,164,0
2164,21,Window2,165,0
2165,22,Window8,216,0
2165,22,Window4,217,0
2165,22,Window2,214,0
2166,23,Window8,232,0
2166,23,Window4,225,0
2166,23,Window2,223,0
2167,24,Window8,233,0
2167,24,Window4,236,0
2167,24,Window2,234,0
2168,25,Window8,239,0
2168,25,Window4,235,0
2168,25,Window2,NA,NA
2169,26,Window8,207,0
2169,26,Window4,213,0
2169,26,Window2,207,1
2170,27,Window8,267,1
2170,27,Window4,265,1
2170,27,Window2,272,1
2171,28,Window8,287,0
2171,28,Window4,295,0
2171,28,Window2,294,0
2172,29,Window8,230,0
2172,29,Window4,229,0
2172,29,Window2,236,0
2173,30,Window8,241,0
2173,30,Window4,252,0
2173,30,Window2,256,0
2174,31,Window8,NA,NA
2174,31,Window4,299,0
2174,31,Window2,310,0
2175,32,Window8,260,0
2175,32,Window4,264,0
2175,32,Window2,263,0
2176,33,Window8,NA,NA
2176,33,Window4,340,1
2176,33,Window2,349,1
2177,34,Window8,NA,NA
2177,34,Window4,NA,NA
2177,34,Window2,NA,NA
2178,35,Window8,NA,NA
2178,35,Window4,319,0
2178,35,Window2,340,0
2179,36,Window8,NA,NA
2179,36,Window4,334,1
2179,36,Window2,NA,NA
2180,37,Window8,NA,NA
2180,37,Window4,NA,NA
2180,37,Window2,NA,NA
2181,38,Window8,NA,NA
2181,38,Window4,NA,NA
2181,38,Window2,NA,NA
2182,39,Window8,NA,NA
2182,39,Window4,NA,NA
2182,39,Window2,NA,NA
2183,40,Window8,NA,NA
2183,40,Window4,NA,NA
2183,40,Window2,NA,NA
2184,2,Window8,25,0
2184,2,Window4,25,0
2184,2,Window2,25,0
2185,3,Window8,38,0
2185,3,Window4,38,0
2185,3,Window2,38,0
2186,4,Window8,41,0
2186,4,Window4,41,0
2186,4,Window2,41,0
2187,5,Window8,35,0
2187,5,Window4,35,0
2187,5,Window2,35,0
2188,6,Window8,50,0
2188,6,Window4,50,0
2188,6,Window2,50,0
2189,7,Window8,63,0
2189,7,Window4,63,0
2189,7,Window2,63,0
2190,8,Window8,58,0
2190,8,Window4,58,0
2190,8,Window2,58,0
2191,9,Window8,61,0
2191,9,Window4,61,0
2191,9,Window2,61,0
2192,10,Window8,75,0
2192,10,Window4,74,0
2192,10,Window2,74,0
2193,11,Window8,90,0
2193,11,Window4,89,0
2193,11,Window2,89,0
2194,12,Window8,109,0
2194,12,Window4,109,0
2194,12,Window2,109,0
2195,13,Window8,113,0
2195,13,Window4,113,0
2195,13,Window2,122,0
2196,14,Window8,110,0
2196,14,Window4,116,0
2196,14,Window2,116,0
2197,15,Window8,150,0
2197,15,Window4,149,0
2197,15,Window2,150,0
2198,16,Window8,158,0
2198,16,Window4,155,0
2198,16,Window2,162,0
2199,17,Window8,153,0
2199,17,Window4,149,0
2199,17,Window2,135,0
2200,18,Window8,182,0
2200,18,Window4,182,0
2200,18,Window2,183,0
2201,19,Window8,183,0
2201,19,Window4,179,0
2201,19,Window2,180,0
2202,20,Window8,159,0
2202,20,Window4,158,0
2202,20,Window2,170,0
2203,21,Window8,167,0
2203,21,Window4,169,0
2203,21,Window2,169,0
2204,22,Window8,197,0
2204,22,Window4,193,0
2204,22,Window2,198,0
2205,23,Window8,214,0
2205,23,Window4,210,0
2205,23,Window2,209,0
2206,24,Window8,233,0
2206,24,Window4,238,0
2206,24,Window2,233,0
2207,25,Window8,211,0
2207,25,Window4,207,0
2207,25,Window2,211,0
2208,26,Window8,249,0
2208,26,Window4,249,0
2208,26,Window2,249,0
2209,27,Window8,215,0
2209,27,Window4,220,0
2209,27,Window2,214,0
2210,28,Window8,286,0
2210,28,Window4,287,0
2210,28,Window2,289,0
2211,29,Window8,NA,NA
2211,29,Window4,NA,NA
2211,29,Window2,NA,NA
2212,30,Window8,275,0
2212,30,Window4,277,0
2212,30,Window2,273,0
2213,31,Window8,244,0
2213,31,Window4,259,0
2213,31,Window2,262,0
2214,32,Window8,NA,NA
2214,32,Window4,345,0
2214,32,Window2,355,1
2215,33,Window8,279,0
2215,33,Window4,287,0
2215,33,Window2,272,1
2216,34,Window8,NA,NA
2216,34,Window4,NA,NA
2216,34,Window2,340,4
2217,35,Window8,NA,NA
2217,35,Window4,NA,NA
2217,35,Window2,388,0
2218,36,Window8,NA,NA
2218,36,Window4,NA,NA
2218,36,Window2,NA,NA
2219,37,Window8,NA,NA
2219,37,Window4,NA,NA
2219,37,Window2,NA,NA
2220,38,Window8,NA,NA
2220,38,Window4,NA,NA
2220,38,Window2,NA,NA
2221,39,Window8,NA,NA
2221,39,Window4,NA,NA
2221,39,Window2,NA,NA
2222,40,Window8,NA,NA
2222,40,Window4,NA,NA
2222,40,Window2,NA,NA
2223,2,Window8,19,0
2223,2,Window4,19,0
2223,2,Window2,19,0
2224,3,Window8,22,0
2224,3,Window4,22,0
2224,3,Window2,26,0
2225,4,Window8,36,0
2225,4,Window4,36,0
2225,4,Window2,36,0
2226,5,Window8,60,0
2226,5,Window4,60,0
2226,5,Window2,62,0
2227,6,Window8,58,0
2227,6,Window4,58,0
2227,6,Window2,58,0
2228,7,Window8,46,0
2228,7,Window4,46,0
2228,7,Window2,46,0
2229,8,Window8,78,0
2229,8,Window4,78,0
2229,8,Window2,91,0
2230,9,Window8,74,0
2230,9,Window4,74,0
2230,9,Window2,74,0
2231,10,Window8,98,0
2231,10,Window4,98,0
2231,10,Window2,98,0
2232,11,Window8,80,0
2232,11,Window4,80,0
2232,11,Window2,80,0
2233,12,Window8,109,0
2233,12,Window4,112,0
2233,12,Window2,96,0
2234,13,Window8,115,0
2234,13,Window4,115,0
2234,13,Window2,116,0
2235,14,Window8,132,0
2235,14,Window4,133,0
2235,14,Window2,133,0
2236,15,Window8,127,0
2236,15,Window4,131,0
2236,15,Window2,128,0
2237,16,Window8,109,0
2237,16,Window4,110,0
2237,16,Window2,111,0
2238,17,Window8,150,0
2238,17,Window4,136,0
2238,17,Window2,137,0
2239,18,Window8,147,0
2239,18,Window4,150,0
2239,18,Window2,147,0
2240,19,Window8,172,0
2240,19,Window4,172,0
2240,19,Window2,173,0
2241,20,Window8,190,1
2241,20,Window4,184,0
2241,20,Window2,181,0
2242,21,Window8,180,1
2242,21,Window4,175,0
2242,21,Window2,178,0
2243,22,Window8,217,0
2243,22,Window4,209,0
2243,22,Window2,209,0
2244,23,Window8,170,0
2244,23,Window4,174,0
2244,23,Window2,179,0
2245,24,Window8,223,0
2245,24,Window4,231,0
2245,24,Window2,233,0
2246,25,Window8,234,0
2246,25,Window4,244,0
2246,25,Window2,240,0
2247,26,Window8,263,1
2247,26,Window4,260,0
2247,26,Window2,263,0
2248,27,Window8,NA,NA
2248,27,Window4,250,0
2248,27,Window2,257,0
2249,28,Window8,232,0
2249,28,Window4,253,0
2249,28,Window2,255,0
2250,29,Window8,240,0
2250,29,Window4,254,2
2250,29,Window2,NA,NA
2251,30,Window8,271,0
2251,30,Window4,277,0
2251,30,Window2,289,1
2252,31,Window8,302,0
2252,31,Window4,307,1
2252,31,Window2,304,0
2253,32,Window8,NA,NA
2253,32,Window4,287,0
2253,32,Window2,NA,NA
2254,33,Window8,NA,NA
2254,33,Window4,377,0
2254,33,Window2,364,0
2255,34,Window8,NA,NA
2255,34,Window4,305,0
2255,34,Window2,315,0
2256,35,Window8,NA,NA
2256,35,Window4,294,2
2256,35,Window2,296,0
2257,36,Window8,NA,NA
2257,36,Window4,302,0
2257,36,Window2,296,2
2258,37,Window8,NA,NA
2258,37,Window4,NA,NA
2258,37,Window2,NA,NA
2259,38,Window8,NA,NA
2259,38,Window4,NA,NA
2259,38,Window2,NA,NA
2260,39,Window8,NA,NA
2260,39,Window4,NA,NA
2260,39,Window2,NA,NA
2261,40,Window8,NA,NA
2261,40,Window4,NA,NA
2261,40,Window2,NA,NA
2262,2,Window8,31,0
2262,2,Window4,31,0
2262,2,Window2,31,0
2263,3,Window8,28,0
2263,3,Window4,28,0
2263,3,Window2,28,0
2264,4,Window8,49,0
2264,4,Window4,49,0
2264,4,Window2,49,0
2265,5,Window8,46,0
2265,5,Window4,46,0
2265,5,Window2,46,0
2266,6,Window8,46,0
2266,6,Window4,46,0
2266,6,Window2,46,0
2267,7,Window8,49,0
2267,7,Window4,49,0
2267,7,Window2,49,0
2268,8,Window8,68,0
2268,8,Window4,68,0
2268,8,Window2,68,0
2269,9,Window8,69,0
2269,9,Window4,69,0
2269,9,Window2,69,0
2270,10,Window8,96,0
2270,10,Window4,97,0
2270,10,Window2,96,0
2271,11,Window8,98,0
2271,11,Window4,102,0
2271,11,Window2,111,0
2272,12,Window8,88,0
2272,12,Window4,91,0
2272,12,Window2,91,0
2273,13,Window8,117,0
2273,13,Window4,117,0
2273,13,Window2,120,0
2274,14,Window8,147,0
2274,14,Window4,144,0
2274,14,Window2,150,0
2275,15,Window8,127,0
2275,15,Window4,127,0
2275,15,Window2,131,2
2276,16,Window8,155,0
2276,16,Window4,154,0
2276,16,Window2,154,0
2277,17,Window8,148,0
2277,17,Window4,148,0
2277,17,Window2,149,0
2278,18,Window8,177,0
2278,18,Window4,185,0
2278,18,Window2,189,0
2279,19,Window8,163,0
2279,19,Window4,164,0
2279,19,Window2,165,0
2280,20,Window8,150,0
2280,20,Window4,151,0
2280,20,Window2,160,0
2281,21,Window8,NA,NA
2281,21,Window4,NA,NA
2281,21,Window2,NA,NA
2282,22,Window8,170,0
2282,22,Window4,181,0
2282,22,Window2,NA,NA
2283,23,Window8,199,0
2283,23,Window4,203,0
2283,23,Window2,212,1
2284,24,Window8,203,0
2284,24,Window4,202,0
2284,24,Window2,198,0
2285,25,Window8,281,0
2285,25,Window4,266,1
2285,25,Window2,272,1
2286,26,Window8,267,0
2286,26,Window4,280,0
2286,26,Window2,278,0
2287,27,Window8,283,0
2287,27,Window4,284,0
2287,27,Window2,292,1
2288,28,Window8,263,0
2288,28,Window4,265,0
2288,28,Window2,270,0
2289,29,Window8,296,0
2289,29,Window4,295,3
2289,29,Window2,NA,NA
2290,30,Window8,301,0
2290,30,Window4,302,0
2290,30,Window2,333,0
2291,31,Window8,NA,NA
2291,31,Window4,NA,NA
2291,31,Window2,291,0
2292,32,Window8,NA,NA
2292,32,Window4,295,0
2292,32,Window2,305,2
2293,33,Window8,NA,NA
2293,33,Window4,325,0
2293,33,Window2,331,0
2294,34,Window8,NA,NA
2294,34,Window4,NA,NA
2294,34,Window2,NA,NA
2295,35,Window8,NA,NA
2295,35,Window4,NA,NA
2295,35,Window2,315,0
2296,36,Window8,NA,NA
2296,36,Window4,NA,NA
2296,36,Window2,351,0
2297,37,Window8,NA,NA
2297,37,Window4,NA,NA
2297,37,Window2,NA,NA
2298,38,Window8,NA,NA
2298,38,Window4,NA,NA
2298,38,Window2,NA,NA
2299,39,Window8,NA,NA
2299,39,Window4,NA,NA
2299,39,Window2,NA,NA
2300,40,Window8,NA,NA
2300,40,Window4,NA,NA
2300,40,Window2,NA,NA
2301,2,Window8,17,0
2301,2,Window4,18,0
2301,2,Window2,18,0
2302,3,Window8,27,0
2302,3,Window4,27,0
2302,3,Window2,27,0
2303,4,Window8,32,0
2303,4,Window4,32,0
2303,4,Window2,32,0
2304,5,Window8,54,0
2304,5,Window4,54,0
2304,5,Window2,54,0
2305,6,Window8,45,0
2305,6,Window4,45,0
2305,6,Window2,45,0
2306,7,Window8,59,0
2306,7,Window4,59,0
2306,7,Window2,59,0
2307,8,Window8,79,0
2307,8,Window4,79,0
2307,8,Window2,79,0
2308,9,Window8,67,0
2308,9,Window4,66,0
2308,9,Window2,66,0
2309,10,Window8,95,0
2309,10,Window4,94,0
2309,10,Window2,92,0
2310,11,Window8,84,0
2310,11,Window4,84,0
2310,11,Window2,84,0
2311,12,Window8,127,0
2311,12,Window4,127,0
2311,12,Window2,123,0
2312,13,Window8,104,0
2312,13,Window4,108,0
2312,13,Window2,108,0
2313,14,Window8,138,0
2313,14,Window4,141,0
2313,14,Window2,138,0
2314,15,Window8,134,0
2314,15,Window4,135,0
2314,15,Window2,137,0
2315,16,Window8,137,0
2315,16,Window4,137,0
2315,16,Window2,138,0
2316,17,Window8,187,0
2316,17,Window4,183,1
2316,17,Window2,183,0
2317,18,Window8,172,0
2317,18,Window4,177,0
2317,18,Window2,176,0
2318,19,Window8,163,0
2318,19,Window4,163,0
2318,19,Window2,162,1
2319,20,Window8,183,0
2319,20,Window4,182,0
2319,20,Window2,182,0
2320,21,Window8,199,0
2320,21,Window4,213,0
2320,21,Window2,199,0
2321,22,Window8,200,0
2321,22,Window4,203,0
2321,22,Window2,207,0
2322,23,Window8,201,0
2322,23,Window4,204,0
2322,23,Window2,198,0
2323,24,Window8,171,0
2323,24,Window4,173,0
2323,24,Window2,173,0
2324,25,Window8,208,0
2324,25,Window4,202,0
2324,25,Window2,206,0
2325,26,Window8,253,0
2325,26,Window4,255,0
2325,26,Window2,263,0
2326,27,Window8,277,0
2326,27,Window4,277,0
2326,27,Window2,276,0
2327,28,Window8,273,0
2327,28,Window4,271,0
2327,28,Window2,262,0
2328,29,Window8,NA,NA
2328,29,Window4,299,0
2328,29,Window2,299,0
2329,30,Window8,NA,NA
2329,30,Window4,303,0
2329,30,Window2,308,0
2330,31,Window8,263,0
2330,31,Window4,273,0
2330,31,Window2,278,0
2331,32,Window8,NA,NA
2331,32,Window4,297,0
2331,32,Window2,294,0
2332,33,Window8,NA,NA
2332,33,Window4,298,1
2332,33,Window2,287,0
2333,34,Window8,NA,NA
2333,34,Window4,NA,NA
2333,34,Window2,NA,NA
2334,35,Window8,NA,NA
2334,35,Window4,NA,NA
2334,35,Window2,NA,NA
2335,36,Window8,NA,NA
2335,36,Window4,NA,NA
2335,36,Window2,352,0
2336,37,Window8,NA,NA
2336,37,Window4,NA,NA
2336,37,Window2,NA,NA
2337,38,Window8,NA,NA
2337,38,Window4,NA,NA
2337,38,Window2,365,0
2338,39,Window8,NA,NA
2338,39,Window4,NA,NA
2338,39,Window2,NA,NA
2339,40,Window8,NA,NA
2339,40,Window4,NA,NA
2339,40,Window2,NA,NA
2340,2,Window8,17,0
2340,2,Window4,17,0
2340,2,Window2,17,0
2341,3,Window8,20,0
2341,3,Window4,20,0
2341,3,Window2,20,0
2342,4,Window8,38,0
2342,4,Window4,38,0
2342,4,Window2,38,0
2343,5,Window8,60,0
2343,5,Window4,60,0
2343,5,Window2,60,0
2344,6,Window8,47,0
2344,6,Window4,47,0
2344,6,Window2,47,0
2345,7,Window8,58,0
2345,7,Window4,58,0
2345,7,Window2,58,0
2346,8,Window8,62,0
2346,8,Window4,68,0
2346,8,Window2,68,0
2347,9,Window8,80,0
2347,9,Window4,80,0
2347,9,Window2,81,0
2348,10,Window8,108,0
2348,10,Window4,111,0
2348,10,Window2,112,0
2349,11,Window8,115,0
2349,11,Window4,125,0
2349,11,Window2,125,0
2350,12,Window8,107,0
2350,12,Window4,117,0
2350,12,Window2,111,0
2351,13,Window8,98,0
2351,13,Window4,97,0
2351,13,Window2,92,0
2352,14,Window8,123,0
2352,14,Window4,121,0
2352,14,Window2,122,0
2353,15,Window8,132,0
2353,15,Window4,133,0
2353,15,Window2,134,0
2354,16,Window8,148,0
2354,16,Window4,148,0
2354,16,Window2,147,0
2355,17,Window8,146,0
2355,17,Window4,144,0
2355,17,Window2,149,0
2356,18,Window8,146,0
2356,18,Window4,148,0
2356,18,Window2,155,0
2357,19,Window8,176,1
2357,19,Window4,175,0
2357,19,Window2,175,0
2358,20,Window8,194,0
2358,20,Window4,190,0
2358,20,Window2,196,0
2359,21,Window8,200,0
2359,21,Window4,194,0
2359,21,Window2,187,0
2360,22,Window8,198,1
2360,22,Window4,186,0
2360,22,Window2,195,0
2361,23,Window8,211,0
2361,23,Window4,203,0
2361,23,Window2,207,0
2362,24,Window8,243,0
2362,24,Window4,247,0
2362,24,Window2,243,0
2363,25,Window8,232,0
2363,25,Window4,233,1
2363,25,Window2,235,1
2364,26,Window8,240,0
2364,26,Window4,241,0
2364,26,Window2,247,0
2365,27,Window8,262,0
2365,27,Window4,264,0
2365,27,Window2,275,0
2366,28,Window8,219,0
2366,28,Window4,213,0
2366,28,Window2,209,0
2367,29,Window8,288,0
2367,29,Window4,296,1
2367,29,Window2,NA,NA
2368,30,Window8,285,0
2368,30,Window4,273,0
2368,30,Window2,286,0
2369,31,Window8,269,1
2369,31,Window4,261,0
2369,31,Window2,260,1
2370,32,Window8,NA,NA
2370,32,Window4,NA,NA
2370,32,Window2,341,3
2371,33,Window8,NA,NA
2371,33,Window4,NA,NA
2371,33,Window2,325,0
2372,34,Window8,NA,NA
2372,34,Window4,NA,NA
2372,34,Window2,NA,NA
2373,35,Window8,313,0
2373,35,Window4,314,1
2373,35,Window2,324,0
2374,36,Window8,NA,NA
2374,36,Window4,NA,NA
2374,36,Window2,NA,NA
2375,37,Window8,NA,NA
2375,37,Window4,NA,NA
2375,37,Window2,NA,NA
2376,38,Window8,NA,NA
2376,38,Window4,NA,NA
2376,38,Window2,NA,NA
2377,39,Window8,NA,NA
2377,39,Window4,NA,NA
2377,39,Window2,327,1
2378,40,Window8,NA,NA
2378,40,Window4,NA,NA
2378,40,Window2,NA,NA
2379,2,Window8,16,0
2379,2,Window4,16,0
2379,2,Window2,16,0
2380,3,Window8,29,0
2380,3,Window4,29,0
2380,3,Window2,29,0
2381,4,Window8,42,0
2381,4,Window4,42,0
2381,4,Window2,42,0
2382,5,Window8,40,0
2382,5,Window4,40,0
2382,5,Window2,41,0
2383,6,Window8,62,0
2383,6,Window4,62,0
2383,6,Window2,62,0
2384,7,Window8,65,0
2384,7,Window4,65,0
2384,7,Window2,65,0
2385,8,Window8,60,0
2385,8,Window4,60,0
2385,8,Window2,60,0
2386,9,Window8,74,0
2386,9,Window4,75,0
2386,9,Window2,75,0
2387,10,Window8,88,0
2387,10,Window4,88,0
2387,10,Window2,88,0
2388,11,Window8,85,0
2388,11,Window4,85,0
2388,11,Window2,94,0
2389,12,Window8,101,0
2389,12,Window4,100,0
2389,12,Window2,103,0
2390,13,Window8,97,0
2390,13,Window4,100,0
2390,13,Window2,106,0
2391,14,Window8,124,0
2391,14,Window4,130,0
2391,14,Window2,122,0
2392,15,Window8,112,0
2392,15,Window4,115,0
2392,15,Window2,115,0
2393,16,Window8,121,0
2393,16,Window4,125,0
2393,16,Window2,125,0
2394,17,Window8,160,0
2394,17,Window4,162,0
2394,17,Window2,164,0
2395,18,Window8,166,0
2395,18,Window4,163,0
2395,18,Window2,158,0
2396,19,Window8,159,0
2396,19,Window4,159,0
2396,19,Window2,160,0
2397,20,Window8,176,0
2397,20,Window4,181,0
2397,20,Window2,190,0
2398,21,Window8,172,0
2398,21,Window4,177,0
2398,21,Window2,178,0
2399,22,Window8,185,0
2399,22,Window4,206,0
2399,22,Window2,207,0
2400,23,Window8,202,0
2400,23,Window4,200,0
2400,23,Window2,205,0
2401,24,Window8,228,0
2401,24,Window4,224,0
2401,24,Window2,221,0
2402,25,Window8,235,0
2402,25,Window4,230,0
2402,25,Window2,241,1
2403,26,Window8,210,0
2403,26,Window4,210,0
2403,26,Window2,218,0
2404,27,Window8,261,0
2404,27,Window4,271,0
2404,27,Window2,280,0
2405,28,Window8,264,0
2405,28,Window4,262,0
2405,28,Window2,273,0
2406,29,Window8,295,0
2406,29,Window4,291,0
2406,29,Window2,287,0
2407,30,Window8,NA,NA
2407,30,Window4,297,0
2407,30,Window2,306,0
2408,31,Window8,308,0
2408,31,Window4,313,0
2408,31,Window2,298,0
2409,32,Window8,278,0
2409,32,Window4,293,0
2409,32,Window2,299,0
2410,33,Window8,259,0
2410,33,Window4,266,1
2410,33,Window2,277,0
2411,34,Window8,NA,NA
2411,34,Window4,NA,NA
2411,34,Window2,331,0
2412,35,Window8,NA,NA
2412,35,Window4,NA,NA
2412,35,Window2,331,0
2413,36,Window8,NA,NA
2413,36,Window4,NA,NA
2413,36,Window2,NA,NA
2414,37,Window8,NA,NA
2414,37,Window4,NA,NA
2414,37,Window2,296,1
2415,38,Window8,NA,NA
2415,38,Window4,NA,NA
2415,38,Window2,NA,NA
2416,39,Window8,NA,NA
2416,39,Window4,NA,NA
2416,39,Window2,NA,NA
2417,40,Window8,NA,NA
2417,40,Window4,NA,NA
2417,40,Window2,NA,NA
2418,2,Window8,25,0
2418,2,Window4,25,0
2418,2,Window2,25,0
2419,3,Window8,24,0
2419,3,Window4,24,0
2419,3,Window2,24,0
2420,4,Window8,36,0
2420,4,Window4,36,0
2420,4,Window2,36,0
2421,5,Window8,32,0
2421,5,Window4,40,0
2421,5,Window2,40,0
2422,6,Window8,51,0
2422,6,Window4,51,0
2422,6,Window2,51,0
2423,7,Window8,62,0
2423,7,Window4,62,0
2423,7,Window2,63,0
2424,8,Window8,64,0
2424,8,Window4,63,0
2424,8,Window2,64,0
2425,9,Window8,105,0
2425,9,Window4,103,0
2425,9,Window2,103,0
2426,10,Window8,70,0
2426,10,Window4,70,0
2426,10,Window2,70,0
2427,11,Window8,88,0
2427,11,Window4,87,0
2427,11,Window2,87,0
2428,12,Window8,122,0
2428,12,Window4,124,0
2428,12,Window2,126,0
2429,13,Window8,103,0
2429,13,Window4,103,0
2429,13,Window2,107,0
2430,14,Window8,102,0
2430,14,Window4,104,0
2430,14,Window2,104,0
2431,15,Window8,114,0
2431,15,Window4,119,0
2431,15,Window2,117,0
2432,16,Window8,167,0
2432,16,Window4,155,0
2432,16,Window2,165,0
2433,17,Window8,192,0
2433,17,Window4,199,0
2433,17,Window2,200,1
2434,18,Window8,182,0
2434,18,Window4,182,0
2434,18,Window2,186,0
2435,19,Window8,187,0
2435,19,Window4,192,0
2435,19,Window2,198,0
2436,20,Window8,174,0
2436,20,Window4,180,0
2436,20,Window2,177,0
2437,21,Window8,186,0
2437,21,Window4,192,0
2437,21,Window2,194,0
2438,22,Window8,212,0
