temp,Window 2_score,Window 2_len,Window 2_conflicts,Window 2_partial
100,10.524916943521594,3.8700605098040213,4.436295625781061,3.3807224870520325
99,10.524916943521594,3.8700605098040213,4.436295625781061,3.3807224870520325
98,10.524916943521594,3.8700605098040213,4.436295625781061,3.3807224870520325
97,10.676470588235293,3.524947399517396,3.6668989731115684,4.4879298457104735
96,11.617647058823529,4.602595425492682,4.7161796134390555,3.2958770676860865
95,10.126666666666667,5.102185496129625,4.456468749682887,3.4888873841444914
94,10.50498338870432,3.3664830969747745,5.726964526368215,2.9778522802089356
93,10.50498338870432,3.3664830969747745,5.726964526368215,2.9778522802089356
92,11.120915032679738,4.159951003002477,5.45840091347787,4.046302394434561
91,11.120915032679738,4.159951003002477,5.45840091347787,4.046302394434561
90,10.030821917808218,4.312559415121707,6.343288285521607,4.184785183398685
89,10.209302325581396,4.914154061629946,5.901942353401548,4.512723751438442
88,10.850340136054422,6.34861567366219,4.875677510244376,3.6617986616147427
87,10.278688524590164,4.766133157260127,5.1325142822412,2.477017685986817
86,10.85483870967742,7.161526978884895,3.445609941844696,3.2192068954501276
85,10.85483870967742,7.161526978884895,3.445609941844696,3.2192068954501276
84,10.581395348837209,6.696191358532649,3.4214435493840907,3.682501490716014
83,9.86046511627907,6.66931992454496,4.788056861377988,4.782228056427822
82,9.86046511627907,6.66931992454496,4.788056861377988,4.782228056427822
81,9.86046511627907,6.66931992454496,4.788056861377988,4.782228056427822
80,11.187290969899665,6.194673794788283,4.8818602346711195,3.081918644299618
79,11.187290969899665,6.194673794788283,4.8818602346711195,3.081918644299618
78,11.187290969899665,6.194673794788283,4.8818602346711195,3.081918644299618
77,11.187290969899665,6.194673794788283,4.8818602346711195,3.081918644299618
76,9.463667820069205,6.525492230828646,5.464946319001388,3.4792124726198845
75,9.463667820069205,6.525492230828646,5.464946319001388,3.4792124726198845
74,9.463667820069205,6.525492230828646,5.464946319001388,3.4792124726198845
73,9.463667820069205,6.525492230828646,5.464946319001388,3.4792124726198845
72,10.46875,6.194858614763075,5.40119133824664,4.061686870988712
71,10.60128617363344,5.791585826826173,6.472767252229558,3.6809450812861044
70,10.60128617363344,5.791585826826173,6.472767252229558,3.6809450812861044
69,10.645901639344263,5.4991821411924295,5.1506735160595225,2.7751900266577874
68,10.645901639344263,5.4991821411924295,5.1506735160595225,2.7751900266577874
67,9.881756756756756,5.412248277180147,4.758932662326461,2.7860776622005115
66,10.862068965517242,4.826743701754437,4.780590957287723,1.0003884158027778
65,10.33108108108108,4.112447319538782,3.343551989801235,1.29968266021687
64,10.33108108108108,4.112447319538782,3.343551989801235,1.29968266021687
63,10.33108108108108,4.112447319538782,3.343551989801235,1.29968266021687
62,11.17363344051447,4.711178945497044,4.275788538765437,0.3880381456020632
61,11.12828947368421,5.005817660474567,7.319509642251256,0.37329962965277874
60,10.178807947019868,6.081914459711783,6.81113594078329,0.5428265279819483
59,11.119741100323624,7.173542527971589,5.9338306540686885,0.3910258215507315
58,10.352739726027398,7.069195444089537,5.583764313322568,0.16691897616650098
57,10.547297297297296,8.288960023955784,5.951415628530276,1.1975194480010476
56,10.545751633986928,8.473734989160922,6.633796486882501,2.0163308907990274
55,10.017123287671232,7.99488177847217,5.478667350007038,1.7263220508812682
54,10.017123287671232,7.99488177847217,5.478667350007038,1.7263220508812682
53,10.017123287671232,7.99488177847217,5.478667350007038,1.7263220508812682
52,11.029702970297029,7.630066764101361,6.2978783143486785,0.6447440893487746
51,11.029702970297029,7.630066764101361,6.2978783143486785,0.6447440893487746
50,10.608247422680412,5.97620965651077,5.786107674871481,0.3880313151228447
49,10.608247422680412,5.97620965651077,5.786107674871481,0.3880313151228447
48,10.608247422680412,5.97620965651077,5.786107674871481,0.3880313151228447
47,11.047138047138047,5.306860390312336,7.406460147877223,0.7343892981720579
46,11.047138047138047,5.306860390312336,7.406460147877223,0.7343892981720579
45,11.047138047138047,5.306860390312336,7.406460147877223,0.7343892981720579
44,11.210862619808307,5.023115871712071,7.9438535944048265,0.34784918861514375
43,11.210862619808307,5.023115871712071,7.9438535944048265,0.34784918861514375
42,11.080645161290322,5.567805665814508,8.628960994488306,1.4482273381549868
41,9.924657534246576,5.796379415255629,9.766741219616375,2.079787834507594
40,10.795302013422818,4.597164915842573,8.145096828320131,1.8366227884490012
39,10.347079037800688,4.641165873458422,6.490528166703659,1.0773593409729578
38,10.809061488673139,4.017507562920822,7.517198787766441,0.6813965992095736
37,10.809061488673139,4.017507562920822,7.517198787766441,0.6813965992095736
36,10.809061488673139,4.017507562920822,7.517198787766441,0.6813965992095736
35,10.809061488673139,4.017507562920822,7.517198787766441,0.6813965992095736
34,10.224489795918368,3.833570687793229,6.698158021305156,1.8800054562441217
33,9.808080808080808,5.8556406165384125,6.517214919013628,0.6541905091385671
32,9.979452054794521,5.074947364317611,7.260210117560265,0.6901459322711924
31,9.742957746478874,5.220393255907122,7.080978682311677,1.0901921976959756
30,10.085616438356164,5.266706568720556,6.146737273620436,0.3236772724814917
29,10.085616438356164,5.266706568720556,6.146737273620436,0.3236772724814917
28,10.085616438356164,5.266706568720556,6.146737273620436,0.3236772724814917
27,10.085616438356164,5.266706568720556,6.146737273620436,0.3236772724814917
26,10.377104377104377,6.273273027730337,7.043379608346455,0.13319574103957188
25,9.551020408163266,4.794588210919738,6.578731156064754,1.6837046259566995
24,10.273356401384083,5.8825657161348754,5.939776510404394,0.6350590890242036
23,10.273356401384083,5.8825657161348754,5.939776510404394,0.6350590890242036
22,10.273356401384083,5.8825657161348754,5.939776510404394,0.6350590890242036
21,10.935064935064934,5.6816648631954445,5.896238696317871,2.63041237591987
20,10.768456375838927,6.26246685486631,5.813598247047499,3.874032559094072
19,8.544483985765124,6.115970647310631,5.76028105017595,3.4797745863936482
18,10.387417218543046,4.839313186375216,5.810775639622701,3.5903170272432714
17,10.505084745762712,4.702210950724273,6.516740214196638,2.2090004497970233
16,10.505084745762712,4.702210950724273,6.516740214196638,2.2090004497970233
15,10.542372881355933,5.149833543292927,7.808440270640361,3.3912572996019286
14,10.542372881355933,5.149833543292927,7.808440270640361,3.3912572996019286
13,9.869415807560138,4.3019039300084945,6.506285813262575,3.0163272807699735
12,10.07266435986159,5.221798111939729,7.0323403094899515,1.9431326491603331
11,10.07266435986159,5.221798111939729,7.0323403094899515,1.9431326491603331
10,10.519736842105264,4.858662038789532,6.626291359547428,3.234619034921974
9,10.519736842105264,4.858662038789532,6.626291359547428,3.234619034921974
