instance,num agents,algorithm,length,loops
316,6,Plus,59,0
316,6,Window8,59,0
316,6,Window4,59,0
316,6,Window2,59,0
317,7,ODID,90,0
317,7,Naive,NA,NA
317,7,Base,85,0
317,7,Plus,85,0
317,7,Window8,86,0
317,7,Window4,86,0
317,7,Window2,86,0
318,8,ODID,75,0
318,8,Naive,76,0
318,8,Base,75,0
318,8,Plus,75,0
318,8,Window8,75,0
318,8,Window4,75,0
318,8,Window2,75,0
319,9,ODID,100,0
319,9,Naive,100,0
319,9,Base,99,0
319,9,Plus,99,0
319,9,Window8,101,0
319,9,Window4,100,0
319,9,Window2,100,0
320,10,ODID,NA,NA
320,10,Naive,89,0
320,10,Base,89,0
320,10,Plus,89,0
320,10,Window8,92,0
320,10,Window4,92,0
320,10,Window2,93,0
321,11,ODID,102,0
321,11,Naive,82,0
321,11,Base,81,0
321,11,Plus,81,0
321,11,Window8,91,0
321,11,Window4,81,0
321,11,Window2,85,0
322,12,ODID,NA,NA
322,12,Naive,NA,NA
322,12,Base,92,0
322,12,Plus,92,0
322,12,Window8,92,0
322,12,Window4,92,0
322,12,Window2,95,0
323,13,ODID,NA,NA
323,13,Naive,NA,NA
323,13,Base,116,0
323,13,Plus,116,0
323,13,Window8,122,0
323,13,Window4,115,0
323,13,Window2,116,0
324,14,ODID,NA,NA
324,14,Naive,124,0
324,14,Base,124,0
324,14,Plus,124,0
324,14,Window8,130,0
324,14,Window4,128,0
324,14,Window2,128,0
325,15,ODID,NA,NA
325,15,Naive,NA,NA
325,15,Base,126,0
325,15,Plus,126,0
325,15,Window8,127,0
325,15,Window4,129,0
325,15,Window2,128,0
326,16,ODID,NA,NA
326,16,Naive,NA,NA
326,16,Base,147,0
326,16,Plus,147,0
326,16,Window8,149,0
326,16,Window4,148,0
326,16,Window2,158,0
327,17,ODID,NA,NA
327,17,Naive,NA,NA
327,17,Base,172,0
327,17,Plus,NA,NA
327,17,Window8,177,0
327,17,Window4,178,0
327,17,Window2,184,0
328,18,ODID,NA,NA
328,18,Naive,NA,NA
328,18,Base,169,0
328,18,Plus,169,0
328,18,Window8,175,0
328,18,Window4,175,0
328,18,Window2,NA,NA
329,19,ODID,NA,NA
329,19,Naive,NA,NA
329,19,Base,173,0
329,19,Plus,173,0
329,19,Window8,177,0
329,19,Window4,176,0
329,19,Window2,177,0
330,20,ODID,NA,NA
330,20,Naive,NA,NA
330,20,Base,168,0
330,20,Plus,168,0
330,20,Window8,173,0
330,20,Window4,178,0
330,20,Window2,172,0
331,21,ODID,NA,NA
331,21,Naive,NA,NA
331,21,Base,193,0
331,21,Plus,193,0
331,21,Window8,192,0
331,21,Window4,196,0
331,21,Window2,200,0
332,22,ODID,NA,NA
332,22,Naive,NA,NA
332,22,Base,181,0
332,22,Plus,181,0
332,22,Window8,199,0
332,22,Window4,196,0
332,22,Window2,206,0
333,23,ODID,NA,NA
333,23,Naive,NA,NA
333,23,Base,181,0
333,23,Plus,181,0
333,23,Window8,190,0
333,23,Window4,187,0
333,23,Window2,188,0
334,24,ODID,NA,NA
334,24,Naive,NA,NA
334,24,Base,221,0
334,24,Plus,221,0
334,24,Window8,223,0
334,24,Window4,231,0
334,24,Window2,233,0
335,25,ODID,NA,NA
335,25,Naive,NA,NA
335,25,Base,NA,NA
335,25,Plus,NA,NA
335,25,Window8,230,0
335,25,Window4,227,0
335,25,Window2,231,0
336,26,ODID,NA,NA
336,26,Naive,NA,NA
336,26,Base,212,0
336,26,Plus,212,0
336,26,Window8,219,0
336,26,Window4,237,0
336,26,Window2,239,0
337,27,ODID,NA,NA
337,27,Naive,NA,NA
337,27,Base,NA,NA
337,27,Plus,234,0
337,27,Window8,244,0
337,27,Window4,246,0
337,27,Window2,240,1
338,28,ODID,NA,NA
338,28,Naive,NA,NA
338,28,Base,NA,NA
338,28,Plus,NA,NA
338,28,Window8,NA,NA
338,28,Window4,281,1
338,28,Window2,280,1
339,29,ODID,NA,NA
339,29,Naive,NA,NA
339,29,Base,NA,NA
339,29,Plus,NA,NA
339,29,Window8,285,0
339,29,Window4,288,0
339,29,Window2,292,0
340,30,ODID,NA,NA
340,30,Naive,NA,NA
340,30,Base,257,0
340,30,Plus,257,0
340,30,Window8,282,1
340,30,Window4,271,0
340,30,Window2,275,0
341,31,ODID,NA,NA
341,31,Naive,NA,NA
341,31,Base,NA,NA
341,31,Plus,NA,NA
341,31,Window8,267,0
341,31,Window4,272,0
341,31,Window2,NA,NA
342,32,ODID,NA,NA
342,32,Naive,NA,NA
342,32,Base,NA,NA
342,32,Plus,NA,NA
342,32,Window8,NA,NA
342,32,Window4,310,0
342,32,Window2,314,0
343,33,ODID,NA,NA
343,33,Naive,NA,NA
343,33,Base,NA,NA
343,33,Plus,NA,NA
343,33,Window8,NA,NA
343,33,Window4,297,0
343,33,Window2,316,1
344,34,ODID,NA,NA
344,34,Naive,NA,NA
344,34,Base,NA,NA
344,34,Plus,NA,NA
344,34,Window8,NA,NA
344,34,Window4,330,0
344,34,Window2,NA,NA
345,35,ODID,NA,NA
345,35,Naive,NA,NA
345,35,Base,NA,NA
345,35,Plus,NA,NA
345,35,Window8,NA,NA
345,35,Window4,NA,NA
345,35,Window2,323,1
346,36,ODID,NA,NA
346,36,Naive,NA,NA
346,36,Base,NA,NA
346,36,Plus,NA,NA
346,36,Window8,NA,NA
346,36,Window4,336,0
346,36,Window2,329,0
347,37,ODID,NA,NA
347,37,Naive,NA,NA
347,37,Base,NA,NA
347,37,Plus,NA,NA
347,37,Window8,NA,NA
347,37,Window4,NA,NA
347,37,Window2,NA,NA
348,38,ODID,NA,NA
348,38,Naive,NA,NA
348,38,Base,NA,NA
348,38,Plus,NA,NA
348,38,Window8,NA,NA
348,38,Window4,NA,NA
348,38,Window2,NA,NA
349,39,ODID,NA,NA
349,39,Naive,NA,NA
349,39,Base,NA,NA
349,39,Plus,NA,NA
349,39,Window8,NA,NA
349,39,Window4,NA,NA
349,39,Window2,NA,NA
350,40,ODID,NA,NA
350,40,Naive,NA,NA
350,40,Base,NA,NA
350,40,Plus,NA,NA
350,40,Window8,NA,NA
350,40,Window4,NA,NA
350,40,Window2,NA,NA
351,2,ODID,18,0
351,2,Naive,18,0
351,2,Base,18,0
351,2,Plus,18,0
351,2,Window8,18,0
351,2,Window4,18,0
351,2,Window2,18,0
352,3,ODID,39,0
352,3,Naive,39,0
352,3,Base,39,0
352,3,Plus,39,0
352,3,Window8,39,0
352,3,Window4,40,0
352,3,Window2,40,0
353,4,ODID,39,0
353,4,Naive,39,0
353,4,Base,39,0
353,4,Plus,39,0
353,4,Window8,39,0
353,4,Window4,39,0
353,4,Window2,39,0
354,5,ODID,39,0
354,5,Naive,39,0
354,5,Base,39,0
354,5,Plus,39,0
354,5,Window8,39,0
354,5,Window4,39,0
354,5,Window2,39,0
355,6,ODID,70,0
355,6,Naive,70,0
355,6,Base,70,0
355,6,Plus,70,0
355,6,Window8,70,0
355,6,Window4,70,0
355,6,Window2,70,0
356,7,ODID,55,0
356,7,Naive,55,0
356,7,Base,55,0
356,7,Plus,55,0
356,7,Window8,55,0
356,7,Window4,55,0
356,7,Window2,55,0
357,8,ODID,56,0
357,8,Naive,56,0
357,8,Base,56,0
357,8,Plus,56,0
357,8,Window8,57,0
357,8,Window4,57,0
357,8,Window2,56,0
358,9,ODID,65,0
358,9,Naive,65,0
358,9,Base,65,0
358,9,Plus,65,0
358,9,Window8,65,0
358,9,Window4,65,0
358,9,Window2,65,0
359,10,ODID,123,0
359,10,Naive,NA,NA
359,10,Base,122,0
359,10,Plus,122,0
359,10,Window8,123,0
359,10,Window4,125,0
359,10,Window2,125,0
360,11,ODID,NA,NA
360,11,Naive,NA,NA
360,11,Base,NA,NA
360,11,Plus,NA,NA
360,11,Window8,NA,NA
360,11,Window4,NA,NA
360,11,Window2,NA,NA
361,12,ODID,117,0
361,12,Naive,117,0
361,12,Base,116,0
361,12,Plus,116,0
361,12,Window8,123,0
361,12,Window4,118,0
361,12,Window2,118,0
362,13,ODID,NA,NA
362,13,Naive,NA,NA
362,13,Base,133,0
362,13,Plus,133,0
362,13,Window8,134,0
362,13,Window4,133,0
362,13,Window2,134,0
363,14,ODID,NA,NA
363,14,Naive,NA,NA
363,14,Base,116,0
363,14,Plus,116,0
363,14,Window8,116,0
363,14,Window4,119,0
363,14,Window2,119,0
364,15,ODID,NA,NA
364,15,Naive,NA,NA
364,15,Base,110,0
364,15,Plus,110,0
364,15,Window8,110,0
364,15,Window4,115,0
364,15,Window2,125,2
365,16,ODID,NA,NA
365,16,Naive,NA,NA
365,16,Base,NA,NA
365,16,Plus,NA,NA
365,16,Window8,NA,NA
365,16,Window4,NA,NA
365,16,Window2,NA,NA
366,17,ODID,153,0
366,17,Naive,137,0
366,17,Base,134,0
366,17,Plus,134,0
366,17,Window8,135,0
366,17,Window4,143,0
366,17,Window2,136,0
367,18,ODID,NA,NA
367,18,Naive,NA,NA
367,18,Base,191,0
367,18,Plus,191,0
367,18,Window8,194,0
367,18,Window4,193,0
367,18,Window2,197,0
368,19,ODID,NA,NA
368,19,Naive,NA,NA
368,19,Base,152,0
368,19,Plus,152,0
368,19,Window8,157,0
368,19,Window4,158,0
368,19,Window2,160,0
369,20,ODID,NA,NA
369,20,Naive,NA,NA
369,20,Base,182,0
369,20,Plus,182,0
369,20,Window8,184,0
369,20,Window4,181,0
369,20,Window2,186,0
370,21,ODID,NA,NA
370,21,Naive,NA,NA
370,21,Base,190,0
370,21,Plus,190,0
370,21,Window8,192,0
370,21,Window4,195,1
370,21,Window2,197,0
371,22,ODID,NA,NA
371,22,Naive,NA,NA
371,22,Base,183,0
371,22,Plus,183,0
371,22,Window8,198,0
371,22,Window4,199,0
371,22,Window2,198,0
372,23,ODID,NA,NA
372,23,Naive,NA,NA
372,23,Base,218,0
372,23,Plus,218,0
372,23,Window8,223,0
372,23,Window4,221,0
372,23,Window2,227,0
373,24,ODID,NA,NA
373,24,Naive,NA,NA
373,24,Base,210,0
373,24,Plus,210,0
373,24,Window8,222,0
373,24,Window4,220,0
373,24,Window2,227,0
374,25,ODID,NA,NA
374,25,Naive,NA,NA
374,25,Base,216,0
374,25,Plus,NA,NA
374,25,Window8,220,0
374,25,Window4,238,0
374,25,Window2,261,0
375,26,ODID,NA,NA
375,26,Naive,NA,NA
375,26,Base,NA,NA
375,26,Plus,NA,NA
375,26,Window8,304,1
375,26,Window4,290,0
375,26,Window2,NA,NA
376,27,ODID,NA,NA
376,27,Naive,NA,NA
376,27,Base,NA,NA
376,27,Plus,NA,NA
376,27,Window8,271,0
376,27,Window4,265,1
376,27,Window2,267,0
377,28,ODID,NA,NA
377,28,Naive,NA,NA
377,28,Base,NA,NA
377,28,Plus,NA,NA
377,28,Window8,303,0
377,28,Window4,304,0
377,28,Window2,311,0
378,29,ODID,NA,NA
378,29,Naive,NA,NA
378,29,Base,NA,NA
378,29,Plus,NA,NA
378,29,Window8,246,0
378,29,Window4,249,0
378,29,Window2,255,0
379,30,ODID,NA,NA
379,30,Naive,NA,NA
379,30,Base,NA,NA
379,30,Plus,NA,NA
379,30,Window8,271,0
379,30,Window4,269,0
379,30,Window2,267,0
380,31,ODID,NA,NA
380,31,Naive,NA,NA
380,31,Base,NA,NA
380,31,Plus,NA,NA
380,31,Window8,NA,NA
380,31,Window4,316,0
380,31,Window2,324,3
381,32,ODID,NA,NA
381,32,Naive,NA,NA
381,32,Base,NA,NA
381,32,Plus,NA,NA
381,32,Window8,NA,NA
381,32,Window4,NA,NA
381,32,Window2,NA,NA
382,33,ODID,NA,NA
382,33,Naive,NA,NA
382,33,Base,NA,NA
382,33,Plus,NA,NA
382,33,Window8,NA,NA
382,33,Window4,301,1
382,33,Window2,NA,NA
383,34,ODID,NA,NA
383,34,Naive,NA,NA
383,34,Base,NA,NA
383,34,Plus,NA,NA
383,34,Window8,NA,NA
383,34,Window4,NA,NA
383,34,Window2,295,2
384,35,ODID,NA,NA
384,35,Naive,NA,NA
384,35,Base,NA,NA
384,35,Plus,NA,NA
384,35,Window8,NA,NA
384,35,Window4,NA,NA
384,35,Window2,NA,NA
385,36,ODID,NA,NA
385,36,Naive,NA,NA
385,36,Base,NA,NA
385,36,Plus,NA,NA
385,36,Window8,NA,NA
385,36,Window4,NA,NA
385,36,Window2,346,1
386,37,ODID,NA,NA
386,37,Naive,NA,NA
386,37,Base,NA,NA
386,37,Plus,NA,NA
386,37,Window8,NA,NA
386,37,Window4,NA,NA
386,37,Window2,NA,NA
387,38,ODID,NA,NA
387,38,Naive,NA,NA
387,38,Base,NA,NA
387,38,Plus,NA,NA
387,38,Window8,NA,NA
387,38,Window4,NA,NA
387,38,Window2,NA,NA
388,39,ODID,NA,NA
388,39,Naive,NA,NA
388,39,Base,NA,NA
388,39,Plus,NA,NA
388,39,Window8,NA,NA
388,39,Window4,NA,NA
388,39,Window2,NA,NA
389,40,ODID,NA,NA
389,40,Naive,NA,NA
389,40,Base,NA,NA
389,40,Plus,NA,NA
389,40,Window8,NA,NA
389,40,Window4,NA,NA
389,40,Window2,NA,NA
390,2,ODID,23,0
390,2,Naive,23,0
390,2,Base,23,0
390,2,Plus,23,0
390,2,Window8,23,0
390,2,Window4,23,0
390,2,Window2,23,0
391,3,ODID,35,0
391,3,Naive,35,0
391,3,Base,35,0
391,3,Plus,35,0
391,3,Window8,35,0
391,3,Window4,35,0
391,3,Window2,35,0
392,4,ODID,27,0
392,4,Naive,27,0
392,4,Base,27,0
392,4,Plus,27,0
392,4,Window8,27,0
392,4,Window4,27,0
392,4,Window2,27,0
393,5,ODID,45,0
393,5,Naive,45,0
393,5,Base,45,0
393,5,Plus,45,0
393,5,Window8,46,0
393,5,Window4,45,0
393,5,Window2,47,0
394,6,ODID,47,0
394,6,Naive,47,0
394,6,Base,47,0
394,6,Plus,47,0
394,6,Window8,47,0
394,6,Window4,47,0
394,6,Window2,47,0
395,7,ODID,50,0
395,7,Naive,50,0
395,7,Base,50,0
395,7,Plus,50,0
395,7,Window8,50,0
395,7,Window4,50,0
395,7,Window2,50,0
396,8,ODID,66,0
396,8,Naive,66,0
396,8,Base,66,0
396,8,Plus,66,0
396,8,Window8,66,0
396,8,Window4,66,0
396,8,Window2,66,0
397,9,ODID,64,0
397,9,Naive,64,0
397,9,Base,64,0
397,9,Plus,64,0
397,9,Window8,64,0
397,9,Window4,64,0
397,9,Window2,64,0
398,10,ODID,87,0
398,10,Naive,87,0
398,10,Base,85,0
398,10,Plus,85,0
398,10,Window8,85,0
398,10,Window4,86,0
398,10,Window2,88,0
399,11,ODID,NA,NA
399,11,Naive,NA,NA
399,11,Base,91,0
399,11,Plus,91,0
399,11,Window8,96,0
399,11,Window4,98,0
399,11,Window2,91,0
400,12,ODID,89,0
400,12,Naive,90,0
400,12,Base,89,0
400,12,Plus,89,0
400,12,Window8,91,0
400,12,Window4,91,0
400,12,Window2,91,0
401,13,ODID,NA,NA
401,13,Naive,NA,NA
401,13,Base,118,0
401,13,Plus,118,0
401,13,Window8,121,0
401,13,Window4,121,0
401,13,Window2,123,0
402,14,ODID,NA,NA
402,14,Naive,134,0
402,14,Base,134,0
402,14,Plus,NA,NA
402,14,Window8,134,0
402,14,Window4,136,0
402,14,Window2,136,0
403,15,ODID,140,0
403,15,Naive,NA,NA
403,15,Base,135,0
403,15,Plus,135,0
403,15,Window8,137,0
403,15,Window4,137,0
403,15,Window2,143,0
404,16,ODID,NA,NA
404,16,Naive,105,0
404,16,Base,104,0
404,16,Plus,104,0
404,16,Window8,108,0
404,16,Window4,110,0
404,16,Window2,110,0
405,17,ODID,NA,NA
405,17,Naive,NA,NA
405,17,Base,137,0
405,17,Plus,137,0
405,17,Window8,146,0
405,17,Window4,152,0
405,17,Window2,158,0
406,18,ODID,NA,NA
406,18,Naive,NA,NA
406,18,Base,155,0
406,18,Plus,155,0
406,18,Window8,158,0
406,18,Window4,158,0
406,18,Window2,158,0
407,19,ODID,NA,NA
407,19,Naive,NA,NA
407,19,Base,155,0
407,19,Plus,155,0
407,19,Window8,161,0
407,19,Window4,169,0
407,19,Window2,167,0
408,20,ODID,NA,NA
408,20,Naive,NA,NA
408,20,Base,162,0
408,20,Plus,163,0
408,20,Window8,175,0
408,20,Window4,167,0
408,20,Window2,170,0
409,21,ODID,NA,NA
409,21,Naive,NA,NA
409,21,Base,184,0
409,21,Plus,184,0
409,21,Window8,188,0
409,21,Window4,185,0
409,21,Window2,184,0
410,22,ODID,NA,NA
410,22,Naive,NA,NA
410,22,Base,NA,NA
410,22,Plus,NA,NA
410,22,Window8,NA,NA
410,22,Window4,NA,NA
410,22,Window2,NA,NA
411,23,ODID,NA,NA
411,23,Naive,NA,NA
411,23,Base,207,0
411,23,Plus,209,0
411,23,Window8,213,0
411,23,Window4,217,0
411,23,Window2,215,0
412,24,ODID,NA,NA
412,24,Naive,NA,NA
412,24,Base,200,0
412,24,Plus,200,0
412,24,Window8,208,0
412,24,Window4,205,0
412,24,Window2,215,0
413,25,ODID,NA,NA
413,25,Naive,NA,NA
413,25,Base,208,0
413,25,Plus,208,0
413,25,Window8,212,0
413,25,Window4,214,0
413,25,Window2,212,0
414,26,ODID,NA,NA
414,26,Naive,NA,NA
414,26,Base,193,0
414,26,Plus,193,0
414,26,Window8,213,0
414,26,Window4,217,0
414,26,Window2,211,0
415,27,ODID,NA,NA
415,27,Naive,NA,NA
415,27,Base,NA,NA
415,27,Plus,NA,NA
415,27,Window8,260,0
415,27,Window4,262,0
415,27,Window2,264,0
416,28,ODID,NA,NA
416,28,Naive,NA,NA
416,28,Base,NA,NA
416,28,Plus,NA,NA
416,28,Window8,NA,NA
416,28,Window4,265,0
416,28,Window2,262,0
417,29,ODID,NA,NA
417,29,Naive,NA,NA
417,29,Base,241,0
417,29,Plus,241,0
417,29,Window8,250,0
417,29,Window4,250,0
417,29,Window2,248,1
418,30,ODID,NA,NA
418,30,Naive,NA,NA
418,30,Base,NA,NA
418,30,Plus,258,0
418,30,Window8,266,0
418,30,Window4,270,0
418,30,Window2,277,0
419,31,ODID,NA,NA
419,31,Naive,NA,NA
419,31,Base,NA,NA
419,31,Plus,NA,NA
419,31,Window8,NA,NA
419,31,Window4,NA,NA
419,31,Window2,NA,NA
420,32,ODID,NA,NA
420,32,Naive,NA,NA
420,32,Base,NA,NA
420,32,Plus,NA,NA
420,32,Window8,NA,NA
420,32,Window4,NA,NA
420,32,Window2,340,3
421,33,ODID,NA,NA
421,33,Naive,NA,NA
421,33,Base,NA,NA
421,33,Plus,NA,NA
421,33,Window8,NA,NA
421,33,Window4,NA,NA
421,33,Window2,NA,NA
422,34,ODID,NA,NA
422,34,Naive,NA,NA
422,34,Base,NA,NA
422,34,Plus,NA,NA
422,34,Window8,NA,NA
422,34,Window4,NA,NA
422,34,Window2,353,0
423,35,ODID,NA,NA
423,35,Naive,NA,NA
423,35,Base,NA,NA
423,35,Plus,NA,NA
423,35,Window8,NA,NA
423,35,Window4,NA,NA
423,35,Window2,348,2
424,36,ODID,NA,NA
424,36,Naive,NA,NA
424,36,Base,NA,NA
424,36,Plus,NA,NA
424,36,Window8,NA,NA
424,36,Window4,NA,NA
424,36,Window2,NA,NA
425,37,ODID,NA,NA
425,37,Naive,NA,NA
425,37,Base,NA,NA
425,37,Plus,NA,NA
425,37,Window8,NA,NA
425,37,Window4,NA,NA
425,37,Window2,NA,NA
426,38,ODID,NA,NA
426,38,Naive,NA,NA
426,38,Base,NA,NA
426,38,Plus,NA,NA
426,38,Window8,NA,NA
426,38,Window4,NA,NA
426,38,Window2,NA,NA
427,39,ODID,NA,NA
427,39,Naive,NA,NA
427,39,Base,NA,NA
427,39,Plus,NA,NA
427,39,Window8,NA,NA
427,39,Window4,NA,NA
427,39,Window2,352,0
428,40,ODID,NA,NA
428,40,Naive,NA,NA
428,40,Base,NA,NA
428,40,Plus,NA,NA
428,40,Window8,NA,NA
428,40,Window4,NA,NA
428,40,Window2,NA,NA
429,2,ODID,9,0
429,2,Naive,9,0
429,2,Base,9,0
429,2,Plus,9,0
429,2,Window8,9,0
429,2,Window4,9,0
429,2,Window2,9,0
430,3,ODID,22,0
430,3,Naive,22,0
430,3,Base,22,0
430,3,Plus,22,0
430,3,Window8,22,0
430,3,Window4,22,0
430,3,Window2,22,0
431,4,ODID,28,0
431,4,Naive,28,0
431,4,Base,28,0
431,4,Plus,28,0
431,4,Window8,28,0
431,4,Window4,28,0
431,4,Window2,28,0
432,5,ODID,46,0
432,5,Naive,46,0
432,5,Base,46,0
432,5,Plus,46,0
432,5,Window8,46,0
432,5,Window4,46,0
432,5,Window2,46,0
433,6,ODID,55,0
433,6,Naive,55,0
433,6,Base,55,0
433,6,Plus,55,0
433,6,Window8,55,0
433,6,Window4,55,0
433,6,Window2,55,0
434,7,ODID,60,0
434,7,Naive,59,0
434,7,Base,59,0
434,7,Plus,59,0
434,7,Window8,59,0
434,7,Window4,59,0
434,7,Window2,59,0
435,8,ODID,68,0
435,8,Naive,56,0
435,8,Base,56,0
435,8,Plus,56,0
435,8,Window8,56,0
435,8,Window4,65,0
435,8,Window2,65,0
436,9,ODID,73,0
436,9,Naive,74,0
436,9,Base,73,0
436,9,Plus,75,0
436,9,Window8,75,0
436,9,Window4,75,0
436,9,Window2,75,0
437,10,ODID,80,0
437,10,Naive,80,0
437,10,Base,80,0
437,10,Plus,80,0
437,10,Window8,80,0
437,10,Window4,80,0
437,10,Window2,80,0
438,11,ODID,84,0
438,11,Naive,75,0
438,11,Base,75,0
438,11,Plus,75,0
438,11,Window8,75,0
438,11,Window4,75,0
438,11,Window2,77,0
439,12,ODID,NA,NA
439,12,Naive,NA,NA
439,12,Base,130,0
439,12,Plus,130,0
439,12,Window8,131,0
439,12,Window4,135,0
439,12,Window2,135,0
440,13,ODID,129,0
440,13,Naive,NA,NA
440,13,Base,129,0
440,13,Plus,129,0
440,13,Window8,129,0
440,13,Window4,131,0
440,13,Window2,133,0
441,14,ODID,NA,NA
441,14,Naive,NA,NA
441,14,Base,143,0
441,14,Plus,143,0
441,14,Window8,150,0
441,14,Window4,147,0
441,14,Window2,149,0
442,15,ODID,NA,NA
442,15,Naive,131,0
442,15,Base,130,0
442,15,Plus,130,0
442,15,Window8,131,0
442,15,Window4,133,0
442,15,Window2,134,0
443,16,ODID,NA,NA
443,16,Naive,NA,NA
443,16,Base,152,0
443,16,Plus,152,0
443,16,Window8,159,0
443,16,Window4,170,0
443,16,Window2,170,0
444,17,ODID,NA,NA
444,17,Naive,NA,NA
444,17,Base,145,0
444,17,Plus,145,0
444,17,Window8,146,0
444,17,Window4,144,0
444,17,Window2,145,0
445,18,ODID,NA,NA
445,18,Naive,134,0
445,18,Base,134,0
445,18,Plus,134,0
445,18,Window8,133,0
445,18,Window4,134,0
445,18,Window2,136,0
446,19,ODID,NA,NA
446,19,Naive,NA,NA
446,19,Base,NA,NA
446,19,Plus,NA,NA
446,19,Window8,222,0
446,19,Window4,225,0
446,19,Window2,229,2
447,20,ODID,NA,NA
447,20,Naive,NA,NA
447,20,Base,173,0
447,20,Plus,173,0
447,20,Window8,182,0
447,20,Window4,196,0
447,20,Window2,191,0
448,21,ODID,NA,NA
448,21,Naive,NA,NA
448,21,Base,187,0
448,21,Plus,187,0
448,21,Window8,195,0
448,21,Window4,198,0
448,21,Window2,193,0
449,22,ODID,NA,NA
449,22,Naive,NA,NA
449,22,Base,182,0
449,22,Plus,182,0
449,22,Window8,198,0
449,22,Window4,188,0
449,22,Window2,194,0
450,23,ODID,NA,NA
450,23,Naive,NA,NA
450,23,Base,NA,NA
450,23,Plus,NA,NA
450,23,Window8,211,0
450,23,Window4,209,1
450,23,Window2,217,1
451,24,ODID,NA,NA
451,24,Naive,NA,NA
451,24,Base,265,0
451,24,Plus,NA,NA
451,24,Window8,266,0
451,24,Window4,265,0
451,24,Window2,283,0
452,25,ODID,NA,NA
452,25,Naive,NA,NA
452,25,Base,NA,NA
452,25,Plus,NA,NA
452,25,Window8,233,0
452,25,Window4,242,0
452,25,Window2,244,0
453,26,ODID,NA,NA
453,26,Naive,NA,NA
453,26,Base,226,0
453,26,Plus,226,0
453,26,Window8,244,0
453,26,Window4,246,0
453,26,Window2,251,0
454,27,ODID,NA,NA
454,27,Naive,NA,NA
454,27,Base,NA,NA
454,27,Plus,NA,NA
454,27,Window8,238,0
454,27,Window4,244,0
454,27,Window2,245,0
455,28,ODID,NA,NA
455,28,Naive,NA,NA
455,28,Base,NA,NA
455,28,Plus,NA,NA
455,28,Window8,266,0
455,28,Window4,270,1
455,28,Window2,276,0
456,29,ODID,NA,NA
456,29,Naive,NA,NA
456,29,Base,NA,NA
456,29,Plus,NA,NA
456,29,Window8,254,0
456,29,Window4,262,1
456,29,Window2,258,0
457,30,ODID,NA,NA
457,30,Naive,NA,NA
457,30,Base,NA,NA
457,30,Plus,NA,NA
457,30,Window8,290,0
457,30,Window4,306,0
457,30,Window2,310,0
458,31,ODID,NA,NA
458,31,Naive,NA,NA
458,31,Base,NA,NA
458,31,Plus,NA,NA
458,31,Window8,268,1
458,31,Window4,271,1
458,31,Window2,258,0
459,32,ODID,NA,NA
459,32,Naive,NA,NA
459,32,Base,NA,NA
459,32,Plus,NA,NA
459,32,Window8,NA,NA
459,32,Window4,288,0
459,32,Window2,302,1
460,33,ODID,NA,NA
460,33,Naive,NA,NA
460,33,Base,NA,NA
460,33,Plus,NA,NA
460,33,Window8,NA,NA
460,33,Window4,316,1
460,33,Window2,320,0
461,34,ODID,NA,NA
461,34,Naive,NA,NA
461,34,Base,NA,NA
461,34,Plus,NA,NA
461,34,Window8,NA,NA
461,34,Window4,NA,NA
461,34,Window2,316,2
462,35,ODID,NA,NA
462,35,Naive,NA,NA
462,35,Base,NA,NA
462,35,Plus,NA,NA
462,35,Window8,NA,NA
462,35,Window4,NA,NA
462,35,Window2,NA,NA
463,36,ODID,NA,NA
463,36,Naive,NA,NA
463,36,Base,NA,NA
463,36,Plus,NA,NA
463,36,Window8,NA,NA
463,36,Window4,NA,NA
463,36,Window2,NA,NA
464,37,ODID,NA,NA
464,37,Naive,NA,NA
464,37,Base,NA,NA
464,37,Plus,NA,NA
464,37,Window8,NA,NA
464,37,Window4,NA,NA
464,37,Window2,NA,NA
465,38,ODID,NA,NA
465,38,Naive,NA,NA
465,38,Base,NA,NA
465,38,Plus,NA,NA
465,38,Window8,NA,NA
465,38,Window4,NA,NA
465,38,Window2,NA,NA
466,39,ODID,NA,NA
466,39,Naive,NA,NA
466,39,Base,NA,NA
466,39,Plus,NA,NA
466,39,Window8,NA,NA
466,39,Window4,NA,NA
466,39,Window2,NA,NA
467,40,ODID,NA,NA
467,40,Naive,NA,NA
467,40,Base,NA,NA
467,40,Plus,NA,NA
467,40,Window8,NA,NA
467,40,Window4,NA,NA
467,40,Window2,NA,NA
468,2,ODID,8,0
468,2,Naive,8,0
468,2,Base,8,0
468,2,Plus,8,0
468,2,Window8,8,0
468,2,Window4,8,0
468,2,Window2,8,0
469,3,ODID,31,0
469,3,Naive,31,0
469,3,Base,31,0
469,3,Plus,31,0
469,3,Window8,31,0
469,3,Window4,31,0
469,3,Window2,31,0
470,4,ODID,31,0
470,4,Naive,31,0
470,4,Base,31,0
470,4,Plus,31,0
470,4,Window8,31,0
470,4,Window4,31,0
470,4,Window2,31,0
471,5,ODID,63,0
471,5,Naive,53,0
471,5,Base,53,0
471,5,Plus,53,0
471,5,Window8,56,0
471,5,Window4,55,0
471,5,Window2,56,0
472,6,ODID,39,0
472,6,Naive,39,0
472,6,Base,39,0
472,6,Plus,39,0
472,6,Window8,39,0
472,6,Window4,39,0
472,6,Window2,39,0
473,7,ODID,80,0
473,7,Naive,70,0
473,7,Base,70,0
473,7,Plus,70,0
473,7,Window8,75,0
473,7,Window4,77,0
