temp,Base version_score,Base version_len,Base version_conflicts,Base version_partial
100,1.3938053097345133,7.450181486712069,7.569884669764914,6.6072541832578615
99,1.502262443438914,8.255247121985313,8.860475575596311,6.201392270400625
98,1.3779904306220097,4.355964202823563,9.432849680485871,4.898664931757321
97,1.4649122807017543,6.963504717158705,10.280690108984231,4.658797344886597
96,1.4434782608695653,8.015482560770545,10.521474648756243,3.3821561200153116
95,1.6096491228070176,6.469560965786156,10.327238699517686,2.5355853016998577
94,1.611353711790393,4.737879336062727,9.524026390131628,1.9820525755456284
93,1.497737556561086,4.090674564669508,8.505368429868929,1.78826202137227
92,1.3286384976525822,5.590406404748751,9.174172090190442,2.0443495995264263
91,1.3963133640552996,6.317877511858722,8.764616082495564,1.8453190295310211
90,1.4351851851851851,6.69150550954187,8.17105296696135,1.405396208831221
89,1.3136363636363637,7.203753116853948,9.078244808209625,1.6294381859552136
88,1.3427230046948357,7.332553922562204,11.122276997505585,1.6645367683040762
87,1.3644444444444443,7.949992114192838,10.82557020623572,2.939706505377975
86,1.3866666666666667,7.54211821500806,10.385087633381216,1.2033129046355788
85,1.219626168224299,7.789844676968029,9.794231529757838,1.0582470570179843
84,1.364864864864865,8.236540951576414,9.96165915443823,0.3639037664434419
83,1.581896551724138,8.06126656259858,10.737036960131642,0.8842198644803869
82,1.2964601769911503,7.176398339297548,12.550280956458495,3.980700110032724
81,1.3832599118942732,6.767304804218133,12.918570502257475,3.943878105465006
80,1.4380530973451326,6.426660086523679,11.383013585631755,3.1466494869253285
79,1.6355555555555557,6.106378012692271,10.308604209776036,3.4811653340738933
78,1.511111111111111,5.810289926517031,9.766147287138464,1.9160916949301352
77,1.3529411764705883,3.346068197945018,11.321930950990719,2.0390925502305945
76,1.5148936170212766,3.021243550215825,12.769678412112114,2.031815226308604
75,1.5466101694915255,4.502968383682924,13.142777369050716,2.203293074994348
74,1.399103139013453,3.4427070102084185,11.128504489911299,1.8100115543118815
73,1.1402714932126696,5.414348684535966,9.85934095297527,2.2966214938151843
72,1.2910798122065728,5.62935373189056,9.984336413283613,0.868111272582925
71,1.2910798122065728,5.62935373189056,9.984336413283613,0.868111272582925
70,1.3271028037383177,4.48184688301027,10.888471801614983,0.14422488301950231
69,1.3228699551569507,4.383674132819694,9.193174027217228,0.795867194263715
68,1.2355555555555555,3.5146053866638285,7.691105012960495,0.7738615027454426
67,1.3776824034334765,2.430817162864554,7.974449803453152,0.6512983932819486
66,1.4508928571428572,2.1514292722971886,8.390074108147768,0.13768764000312117
65,1.3636363636363635,2.81537429187237,8.322359242334729,1.6997376631373005
64,1.1935483870967742,1.3338505238051936,7.555618742471687,0.31970365842263093
63,1.3705357142857142,0.86833080872543,7.606745716919456,0.7250406560906744
62,1.5714285714285714,1.0136081502759289,8.163280153696991,1.5306372963097765
61,1.5223214285714286,0.8910004566856466,8.576117462777955,1.9226017021837098
60,1.3424657534246576,0.148857269589866,9.120727500536722,0.6948091241684378
59,1.2075471698113207,0.3893519827391698,8.48971892032615,2.012949981624006
58,1.2075471698113207,0.3893519827391698,8.48971892032615,2.012949981624006
57,1.3982300884955752,0.8820689457474584,8.339254023307738,0.6350843211395996
56,1.3141592920353982,1.0968780650540249,8.00758984389763,1.4430199281221308
55,1.1767441860465115,1.128698861099974,7.14815735462733,0.865681384588339
54,1.1767441860465115,1.128698861099974,7.14815735462733,0.865681384588339
53,1.3203463203463204,0.03944005098366077,5.903573877610138,2.2635769890696946
52,1.2488262910798122,0.7446220457418876,6.371355193029353,0.7473733092824573
51,1.2816901408450705,1.8021286982547742,6.857289771105956,0.9177255975798442
50,1.2279069767441861,1.6913152608040944,7.294325623175268,1.2299398162117376
49,1.5412844036697249,1.377049635846377,7.557849428346123,0.056237611469912574
48,1.4977777777777779,2.546708032429758,7.127083654953087,0.012284579644999225
47,1.1650943396226414,3.8912858340896728,7.833696985371132,0.4259640309318471
46,1.3800904977375565,4.142909979411801,7.198800087141374,0.0859836644915214
45,1.5089285714285714,4.130254535355312,7.190498275990408,1.2460275592544474
44,1.25,6.183399476034252,7.6762915938658,1.7654524921781638
43,1.55793991416309,6.216264847003781,8.273807672218558,2.0380072997017473
42,1.415966386554622,3.86206096537797,7.857215710942234,2.589375729796354
41,1.415966386554622,3.86206096537797,7.857215710942234,2.589375729796354
40,1.4215246636771302,5.7290378837831355,6.950221421934533,3.2129967035654836
39,1.2314814814814814,5.569956833404766,6.367768960140119,3.6701982633413275
38,1.3568281938325992,4.922531731052852,5.284088953397949,1.6661304776233616
37,1.4045454545454545,4.3337300136607055,4.968602135729379,1.7789462442761954
36,1.3738738738738738,2.9428927329990913,5.835379871925536,1.973957472277699
35,1.2262443438914028,4.208123936757329,5.351829337412451,1.5567496392683815
34,1.3167420814479638,3.388300870900448,5.315236533923837,1.7546414527267025
33,1.4140969162995596,3.683754040679209,5.521599330903884,2.635559520182959
32,1.4080717488789238,4.343500875723533,5.537598350222616,1.5786311784924907
31,1.3333333333333333,4.685972453391647,5.544930572719434,2.3159243409533596
30,1.3333333333333333,4.685972453391647,5.544930572719434,2.3159243409533596
29,1.5043859649122806,3.2064512371301426,5.59825892949771,3.080162265486913
28,1.3422222222222222,3.2517339635850973,4.610887674042221,3.2244985690563386
27,1.2248803827751196,4.02545128114949,4.842401979478169,3.5617062333428033
26,1.2248803827751196,4.02545128114949,4.842401979478169,3.5617062333428033
25,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
24,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
23,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
22,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
21,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
20,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
19,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
18,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
17,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
16,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
15,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
14,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
13,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
12,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
11,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
10,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
9,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
8,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
7,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
6,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
5,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
4,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
3,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
2,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
1,1.4318181818181819,2.8297757972372954,5.302585679937902,4.62921886584658
