temp,Window 4_score,Window 4_len,Window 4_conflicts,Window 4_partial
26,9.006944444444445,4.204322118118996,18.537648775122936,1.1864779811088992
25,9.006944444444445,4.204322118118996,18.537648775122936,1.1864779811088992
24,8.979094076655052,4.550634318842618,18.322395213282807,0.06033109741280218
23,9.271477663230241,6.530572914445513,17.15763354604708,0.7040239042917441
22,9.271477663230241,6.530572914445513,17.15763354604708,0.7040239042917441
21,9.121107266435986,6.601810602213878,17.416055527351325,1.422943108848843
20,9.121107266435986,6.601810602213878,17.416055527351325,1.422943108848843
19,9.121107266435986,6.601810602213878,17.416055527351325,1.422943108848843
18,9.121107266435986,6.601810602213878,17.416055527351325,1.422943108848843
17,8.034722222222221,7.339951481410472,16.42368181463072,0.7202402073792683
16,8.73448275862069,6.382965307288796,16.400905227689854,1.8535855689838896
15,9.120274914089347,5.289070341475862,16.798369833183965,2.4227919975910304
14,9.120274914089347,5.289070341475862,16.798369833183965,2.4227919975910304
13,8.993127147766323,5.667247486070836,17.80631935982331,3.092831325644106
12,8.638795986622073,3.922781001570544,16.692845741872947,2.863849873252288
11,8.638795986622073,3.922781001570544,16.692845741872947,2.863849873252288
10,8.638795986622073,3.922781001570544,16.692845741872947,2.863849873252288
9,8.43816254416961,2.391250948784597,16.777651487741664,1.688851203521001
8,9.5,1.0294197625101045,17.301736771986807,1.7993832745554714
7,8.972413793103449,1.8782299288505566,18.341922363459176,0.7097806351988387
6,8.807692307692308,2.049595539547684,17.4720640699046,0.5358983686854717
5,8.807692307692308,2.049595539547684,17.4720640699046,0.5358983686854717
4,8.807692307692308,2.049595539547684,17.4720640699046,0.5358983686854717
3,9.149825783972126,1.7948582739048589,17.580828964612728,1.645059203175471
2,9.149825783972126,1.7948582739048589,17.580828964612728,1.645059203175471
1,9.149825783972126,1.7948582739048589,17.580828964612728,1.645059203175471
